2001/01/03	BA	26	59	60	67	17
2001/01/03	CA	13	83	16	41	68
2001/01/03	FI	33	87	76	7	10
2001/01/03	GE	5	38	3	65	72
2001/01/03	MI	62	30	7	61	52
2001/01/03	NA	25	38	15	31	86
2001/01/03	PA	15	56	89	85	63
2001/01/03	RM	41	17	80	48	9
2001/01/03	TO	42	16	12	60	20
2001/01/03	VE	51	84	76	42	90
2001/01/08	BA	84	80	40	15	9
2001/01/08	CA	6	87	80	25	60
2001/01/08	FI	72	68	79	84	88
2001/01/08	GE	38	54	67	3	81
2001/01/08	MI	61	1	16	31	56
2001/01/08	NA	19	43	29	61	34
2001/01/08	PA	16	15	66	1	44
2001/01/08	RM	69	77	42	53	27
2001/01/08	TO	90	50	20	59	3
2001/01/08	VE	59	69	72	60	70
2001/01/10	BA	14	87	29	75	76
2001/01/10	CA	86	13	31	82	84
2001/01/10	FI	76	83	63	84	27
2001/01/10	GE	9	49	68	47	70
2001/01/10	MI	35	58	31	30	79
2001/01/10	NA	31	55	72	54	11
2001/01/10	PA	30	58	87	43	16
2001/01/10	RM	8	33	37	61	15
2001/01/10	TO	89	51	10	70	84
2001/01/10	VE	75	53	38	65	27
2001/01/13	BA	57	64	32	84	18
2001/01/13	CA	66	4	78	68	3
2001/01/13	FI	44	76	77	12	35
2001/01/13	GE	63	19	60	68	76
2001/01/13	MI	50	46	69	34	2
2001/01/13	NA	81	35	29	41	86
2001/01/13	PA	90	4	74	67	19
2001/01/13	RM	83	75	31	32	2
2001/01/13	TO	87	52	53	45	40
2001/01/13	VE	5	55	64	65	28
2001/01/17	BA	16	5	41	3	68
2001/01/17	CA	67	72	42	37	73
2001/01/17	FI	53	64	46	51	67
2001/01/17	GE	45	69	57	90	88
2001/01/17	MI	22	58	2	84	32
2001/01/17	NA	41	4	38	70	8
2001/01/17	PA	35	30	44	22	58
2001/01/17	RM	62	76	55	57	45
2001/01/17	TO	72	68	43	66	14
2001/01/17	VE	71	49	46	34	78
2001/01/20	BA	14	32	28	75	82
2001/01/20	CA	72	65	41	76	18
2001/01/20	FI	90	39	6	23	17
2001/01/20	GE	1	60	73	61	22
2001/01/20	MI	82	33	2	49	37
2001/01/20	NA	42	10	89	88	52
2001/01/20	PA	25	62	29	59	1
2001/01/20	RM	28	32	87	62	53
2001/01/20	TO	39	16	47	85	12
2001/01/20	VE	28	31	40	84	76
2001/01/24	BA	80	76	10	20	48
2001/01/24	CA	6	75	33	34	71
2001/01/24	FI	65	12	60	16	57
2001/01/24	GE	66	87	89	67	83
2001/01/24	MI	42	55	31	73	76
2001/01/24	NA	56	41	22	20	36
2001/01/24	PA	90	66	78	35	34
2001/01/24	RM	29	9	47	63	8
2001/01/24	TO	74	82	45	46	30
2001/01/24	VE	78	71	38	1	42
2001/01/27	BA	20	47	59	17	76
2001/01/27	CA	3	86	42	56	80
2001/01/27	FI	18	29	40	35	88
2001/01/27	GE	73	74	87	57	68
2001/01/27	MI	6	15	47	26	11
2001/01/27	NA	49	86	81	8	48
2001/01/27	PA	2	44	29	86	39
2001/01/27	RM	83	79	76	19	80
2001/01/27	TO	70	12	62	6	14
2001/01/27	VE	15	38	63	81	65
2001/01/31	BA	77	52	54	24	3
2001/01/31	CA	24	6	23	67	66
2001/01/31	FI	70	50	46	63	21
2001/01/31	GE	54	74	3	59	69
2001/01/31	MI	46	16	3	41	53
2001/01/31	NA	86	56	50	42	18
2001/01/31	PA	65	2	85	79	26
2001/01/31	RM	28	47	45	30	40
2001/01/31	TO	21	71	72	67	50
2001/01/31	VE	53	14	11	65	5
